S/N,review_text,category
9307,rarely receive the correct item and if I do... its normally not good quality. not all items are bad though. you just have to be careful on this app,product_defect
9308,thr fried chicken rice meal is not what I ordered where the pumpkin????,delivery_shipping
9309,"Pros: -Great interface that's easy to navigate. -Really great prices and promos everyday which other apps don't have. Cons: - I can't tip my driver via a cashless system which always leaves me feeling terrible because I don't carry cash. As a result drivers don't leave my food at the door like I ask, but instead wait for me to come outside expecting a ""tip"". This must be a feature added ASAP!",general_inquiry
9311,Mxm...don't expect to receive your complete grocery order. Just don't do it.,delivery_shipping
9312,"If you buy something outright, its ok. but DO NOT pay or use the ""promotions"" they are unclear and misleading. I made 3 purchases hoping to get free items only to be told I didnt spend enough.",billing
9313,"The shipping fee it's expensive and shein app increase price insanely when you add more items ,deal with that please and if you gave discounts let it be discount that does not increase every second, you will end up loosing customers . Your clothes and other items are beautiful and great . I know it's business but please deal with the prices really .",billing
9315,Takealot is good but they're prices are ridiculous And sometimes disappointing,billing
9316,"Great UX and UI, too bad they are just stealing money when you order something. They just hope you won't notice.",fraud_unauthorized
9318,"today am very angry jumia has eaten my 176,329# it over 10 days now and my money has not yet been refunded to my account",refund_return
9319,The concern that I have is that the time for delivery keeps on changing after your order is placed . This is a problem when you have to go out and your delivery arrives when nobody is home. Why does this happen ?,delivery_shipping
